id_evento,fecha_hora,tipo_evento,id_usuario,id_producto,categoria_producto,monto_transaccion,ubicacion,estado_operativo,canal_origen
EVT-0001832,2025-08-04 20:53:03,TRANSACCION_VENTA,USR-81042,PRD-266,Deportes,907.26,Valparaiso,N/A,Portal Web B2C
EVT-0001833,2025-03-04 04:04:48,LOGISTICA_ENVIO,USR-49910,PRD-432,Moda,0.0,Concepcion,Entregado,Portal Web B2C
EVT-0001834,2025-07-11 21:29:05,TRANSACCION_VENTA,USR-96195,PRD-513,Deportes,1071.88,La Serena,N/A,Portal Web B2C
EVT-0001835,2025-09-02 07:02:24,TRANSACCION_VENTA,USR-89797,PRD-211,Hogar,1308.21,La Serena,N/A,Portal Web B2C
EVT-0001836,2026-01-15 05:13:45,TRANSACCION_VENTA,USR-24173,PRD-139,Alimentacion,506.74,Concepcion,N/A,Sucursal Fisica
EVT-0001837,2025-12-08 02:42:13,LOGISTICA_ENVIO,USR-60560,PRD-706,Hogar,0.0,Antofagasta,Retrasado,Sucursal Fisica
EVT-0001838,2025-04-09 08:13:14,TRANSACCION_VENTA,USR-85318,PRD-643,Hogar,407.28,Santiago,N/A,Portal Web B2C
EVT-0001839,2025-04-24 16:00:57,SOPORTE_TICKET,USR-39015,,,0.0,La Serena,Reclamo_Garantia,Portal Web B2C
EVT-0001840,2025-12-16 20:39:06,LOGISTICA_ENVIO,USR-97834,PRD-154,Electronica,0.0,Santiago,Entregado,Mobile App
EVT-0001841,2025-05-30 17:34:59,TRANSACCION_VENTA,USR-26646,PRD-880,Hogar,941.12,Antofagasta,N/A,Mobile App
EVT-0001842,2025-09-26 01:27:56,SOPORTE_TICKET,USR-10325,,,0.0,Valparaiso,Consulta,Mobile App
EVT-0001843,2025-09-25 20:50:28,SOPORTE_TICKET,USR-9425,,,0.0,Santiago,Devolucion,Sucursal Fisica
EVT-0001844,2025-01-16 17:28:44,LOGISTICA_ENVIO,USR-75623,PRD-324,Electronica,0.0,Valparaiso,En_Bodega,Portal Web B2C
EVT-0001845,2025-04-10 09:22:44,TRANSACCION_VENTA,USR-43956,PRD-334,Moda,191.72,Concepcion,N/A,Sucursal Fisica
EVT-0001846,2025-08-14 06:15:55,LOGISTICA_ENVIO,USR-99815,PRD-234,Alimentacion,0.0,Concepcion,Entregado,Mobile App
EVT-0001847,2025-04-05 04:17:17,REGISTRO_CLIENTE,USR-67725,,,0.0,La Serena,N/A,Mobile App
EVT-0001848,2025-11-04 11:27:59,TRANSACCION_VENTA,USR-10412,PRD-874,Alimentacion,1157.84,Valparaiso,N/A,Mobile App
EVT-0001849,2025-03-29 21:02:50,LOGISTICA_ENVIO,USR-64222,PRD-127,Alimentacion,0.0,Antofagasta,Retrasado,Sucursal Fisica
EVT-0001850,2025-03-12 05:05:26,TRANSACCION_VENTA,USR-71679,PRD-465,Electronica,971.66,Valparaiso,N/A,Portal Web B2C
EVT-0001851,2025-07-29 16:28:28,LOGISTICA_ENVIO,USR-62377,PRD-418,Alimentacion,0.0,Santiago,En_Ruta,Mobile App
EVT-0001852,2026-01-22 00:58:26,TRANSACCION_VENTA,USR-30626,PRD-688,Hogar,967.8,Santiago,N/A,Sucursal Fisica
EVT-0001853,2025-01-04 13:34:57,TRANSACCION_VENTA,USR-78452,PRD-422,Alimentacion,1396.44,La Serena,N/A,Mobile App
EVT-0001854,2025-04-03 14:37:02,SOPORTE_TICKET,USR-13093,,,0.0,Antofagasta,Devolucion,Sucursal Fisica
EVT-0001855,2025-02-24 14:44:07,TRANSACCION_VENTA,USR-72635,PRD-125,Deportes,52.93,La Serena,N/A,Portal Web B2C
EVT-0001856,2025-12-24 15:29:19,LOGISTICA_ENVIO,USR-51427,PRD-394,Electronica,0.0,Antofagasta,Entregado,Portal Web B2C
EVT-0001857,2025-05-28 02:37:27,LOGISTICA_ENVIO,USR-56813,PRD-575,Hogar,0.0,Concepcion,En_Bodega,Sucursal Fisica
EVT-0001858,2025-01-21 21:15:30,TRANSACCION_VENTA,USR-19888,PRD-144,Alimentacion,172.6,Valparaiso,N/A,Portal Web B2C
EVT-0001859,2025-06-28 05:56:14,LOGISTICA_ENVIO,USR-82496,PRD-751,Hogar,0.0,Santiago,En_Ruta,Sucursal Fisica
EVT-0001860,2025-01-30 00:51:35,REGISTRO_CLIENTE,USR-56489,,,0.0,Santiago,N/A,Sucursal Fisica
EVT-0001861,2025-11-11 19:41:11,LOGISTICA_ENVIO,USR-93367,PRD-755,Deportes,0.0,La Serena,En_Bodega,Sucursal Fisica
EVT-0001862,2025-09-23 12:01:08,TRANSACCION_VENTA,USR-23379,PRD-562,Hogar,137.2,Antofagasta,N/A,Mobile App
EVT-0001863,2025-01-11 22:37:20,REGISTRO_CLIENTE,USR-63386,,,0.0,La Serena,N/A,Mobile App
EVT-0001864,2025-09-18 10:18:15,SOPORTE_TICKET,USR-59576,,,0.0,Antofagasta,Facturacion,Sucursal Fisica
EVT-0001865,2025-02-01 21:00:45,SOPORTE_TICKET,USR-68982,,,0.0,Valparaiso,Facturacion,Mobile App
EVT-0001866,2025-06-17 17:59:18,TRANSACCION_VENTA,USR-91074,PRD-415,Deportes,813.74,La Serena,N/A,Portal Web B2C
EVT-0001867,2025-04-20 00:38:05,TRANSACCION_VENTA,USR-79933,PRD-252,Electronica,1279.6,Valparaiso,N/A,Sucursal Fisica
EVT-0001868,2025-04-10 03:04:27,REGISTRO_CLIENTE,USR-41047,,,0.0,Santiago,N/A,Sucursal Fisica
EVT-0001869,2025-07-17 06:29:38,TRANSACCION_VENTA,USR-37007,PRD-618,Moda,907.3,Santiago,N/A,Mobile App
EVT-0001870,2025-08-31 01:25:40,LOGISTICA_ENVIO,USR-42355,PRD-962,Electronica,0.0,Concepcion,Retrasado,Portal Web B2C
EVT-0001871,2025-04-07 23:15:16,TRANSACCION_VENTA,USR-47271,PRD-307,Electronica,223.41,Valparaiso,N/A,Mobile App
EVT-0001872,2025-09-11 10:45:54,TRANSACCION_VENTA,USR-5889,PRD-834,Deportes,1125.53,Santiago,N/A,Mobile App
EVT-0001873,2025-09-20 19:49:36,REGISTRO_CLIENTE,USR-32631,,,0.0,Santiago,N/A,Mobile App
EVT-0001874,2025-08-10 06:24:14,LOGISTICA_ENVIO,USR-38334,PRD-326,Hogar,0.0,Concepcion,En_Bodega,Mobile App
EVT-0001875,2025-02-22 07:07:07,TRANSACCION_VENTA,USR-56561,PRD-723,Electronica,992.61,Antofagasta,N/A,Sucursal Fisica
EVT-0001876,2025-10-11 23:46:24,LOGISTICA_ENVIO,USR-82017,PRD-717,Deportes,0.0,La Serena,En_Ruta,Sucursal Fisica
EVT-0001877,2025-11-19 08:53:15,LOGISTICA_ENVIO,USR-39143,PRD-404,Moda,0.0,Santiago,En_Bodega,Sucursal Fisica
EVT-0001878,2025-10-20 08:30:42,LOGISTICA_ENVIO,USR-56568,PRD-486,Electronica,0.0,Antofagasta,Entregado,Portal Web B2C
EVT-0001879,2025-05-25 16:26:33,TRANSACCION_VENTA,USR-3048,PRD-536,Moda,625.19,Antofagasta,N/A,Mobile App
EVT-0001880,2025-06-19 21:15:00,LOGISTICA_ENVIO,USR-43167,PRD-881,Deportes,0.0,La Serena,Entregado,Mobile App
EVT-0001881,2026-01-31 18:38:48,LOGISTICA_ENVIO,USR-1361,PRD-324,Deportes,0.0,Santiago,En_Ruta,Portal Web B2C
EVT-0001882,2026-01-21 08:23:29,REGISTRO_CLIENTE,USR-5371,,,0.0,Valparaiso,N/A,Mobile App
EVT-0001883,2025-01-17 12:54:45,REGISTRO_CLIENTE,USR-10479,,,0.0,Antofagasta,N/A,Sucursal Fisica
EVT-0001884,2025-12-15 22:39:24,TRANSACCION_VENTA,USR-91797,PRD-683,Deportes,887.95,Concepcion,N/A,Mobile App
EVT-0001885,2025-04-25 14:54:18,TRANSACCION_VENTA,USR-77094,PRD-278,Hogar,372.81,Antofagasta,N/A,Portal Web B2C
EVT-0001886,2025-04-01 00:17:11,REGISTRO_CLIENTE,USR-84158,,,0.0,Antofagasta,N/A,Mobile App
EVT-0001887,2025-01-18 23:27:30,SOPORTE_TICKET,USR-8050,,,0.0,La Serena,Devolucion,Portal Web B2C
EVT-0001888,2025-01-04 05:36:59,LOGISTICA_ENVIO,USR-64346,PRD-209,Hogar,0.0,Valparaiso,En_Bodega,Sucursal Fisica
EVT-0001889,2025-04-13 04:00:10,LOGISTICA_ENVIO,USR-45287,PRD-167,Hogar,0.0,Concepcion,Entregado,Mobile App
EVT-0001890,2025-05-23 00:49:05,LOGISTICA_ENVIO,USR-47090,PRD-680,Hogar,0.0,Valparaiso,Entregado,Portal Web B2C
EVT-0001891,2025-09-14 18:54:22,LOGISTICA_ENVIO,USR-64140,PRD-795,Moda,0.0,Concepcion,En_Ruta,Mobile App
EVT-0001892,2025-12-12 02:59:40,TRANSACCION_VENTA,USR-94524,PRD-601,Electronica,1374.02,La Serena,N/A,Portal Web B2C
EVT-0001893,2026-01-30 22:31:10,TRANSACCION_VENTA,USR-27400,PRD-129,Alimentacion,425.62,Antofagasta,N/A,Sucursal Fisica
EVT-0001894,2025-03-20 16:01:08,LOGISTICA_ENVIO,USR-57518,PRD-579,Deportes,0.0,Santiago,Retrasado,Portal Web B2C
EVT-0001895,2025-04-18 01:06:14,SOPORTE_TICKET,USR-65427,,,0.0,Santiago,Devolucion,Sucursal Fisica
EVT-0001896,2025-03-26 13:42:49,REGISTRO_CLIENTE,USR-56593,,,0.0,Santiago,N/A,Mobile App
EVT-0001897,2025-06-19 12:29:57,LOGISTICA_ENVIO,USR-70645,PRD-703,Electronica,0.0,Santiago,Retrasado,Sucursal Fisica
EVT-0001898,2025-05-21 07:57:46,SOPORTE_TICKET,USR-69359,,,0.0,Valparaiso,Devolucion,Sucursal Fisica
EVT-0001899,2025-01-29 21:32:00,SOPORTE_TICKET,USR-39792,,,0.0,Antofagasta,Facturacion,Portal Web B2C
EVT-0001900,2025-01-26 19:20:29,TRANSACCION_VENTA,USR-15321,PRD-283,Hogar,1221.71,Santiago,N/A,Mobile App
EVT-0001901,2025-07-29 22:16:13,TRANSACCION_VENTA,USR-32660,PRD-978,Hogar,1268.48,Antofagasta,N/A,Sucursal Fisica
EVT-0001902,2025-09-01 06:37:50,LOGISTICA_ENVIO,USR-13586,PRD-185,Hogar,0.0,Antofagasta,En_Ruta,Portal Web B2C
EVT-0001903,2025-12-07 03:40:10,LOGISTICA_ENVIO,USR-89404,PRD-355,Hogar,0.0,Antofagasta,En_Bodega,Portal Web B2C
EVT-0001904,2025-02-14 06:34:06,REGISTRO_CLIENTE,USR-35831,,,0.0,Santiago,N/A,Portal Web B2C
EVT-0001905,2025-07-31 09:42:10,LOGISTICA_ENVIO,USR-14538,PRD-459,Deportes,0.0,Valparaiso,En_Bodega,Portal Web B2C
EVT-0001906,2025-02-22 19:04:47,SOPORTE_TICKET,USR-99046,,,0.0,La Serena,Consulta,Mobile App
EVT-0001907,2025-03-26 04:34:26,TRANSACCION_VENTA,USR-81054,PRD-126,Hogar,1046.77,Santiago,N/A,Portal Web B2C
EVT-0001908,2026-01-21 10:34:37,SOPORTE_TICKET,USR-71082,,,0.0,Concepcion,Facturacion,Sucursal Fisica
EVT-0001909,2025-05-18 04:17:52,LOGISTICA_ENVIO,USR-13646,PRD-219,Moda,0.0,Santiago,En_Bodega,Sucursal Fisica
EVT-0001910,2025-07-23 15:19:05,SOPORTE_TICKET,USR-87785,,,0.0,La Serena,Consulta,Mobile App
EVT-0001911,2025-03-06 21:53:31,SOPORTE_TICKET,USR-1571,,,0.0,Santiago,Devolucion,Mobile App
EVT-0001912,2025-03-07 06:37:02,TRANSACCION_VENTA,USR-26169,PRD-877,Alimentacion,577.26,Valparaiso,N/A,Sucursal Fisica
EVT-0001913,2026-01-29 12:38:08,LOGISTICA_ENVIO,USR-74593,PRD-702,Deportes,0.0,Concepcion,Retrasado,Sucursal Fisica
EVT-0001914,2025-07-05 20:49:40,TRANSACCION_VENTA,USR-70139,PRD-282,Deportes,338.76,Valparaiso,N/A,Mobile App
EVT-0001915,2026-01-14 02:42:57,REGISTRO_CLIENTE,USR-96740,,,0.0,Valparaiso,N/A,Mobile App
EVT-0001916,2025-10-30 05:22:43,LOGISTICA_ENVIO,USR-83114,PRD-266,Electronica,0.0,Antofagasta,Entregado,Sucursal Fisica
EVT-0001917,2025-03-21 16:41:03,TRANSACCION_VENTA,USR-89469,PRD-528,Electronica,554.01,La Serena,N/A,Portal Web B2C
EVT-0001918,2025-12-20 19:25:49,SOPORTE_TICKET,USR-60207,,,0.0,Concepcion,Reclamo_Garantia,Sucursal Fisica
EVT-0001919,2025-09-14 12:37:25,TRANSACCION_VENTA,USR-52269,PRD-544,Deportes,1211.52,Antofagasta,N/A,Mobile App
EVT-0001920,2025-12-28 19:48:30,TRANSACCION_VENTA,USR-64584,PRD-179,Deportes,101.17,Santiago,N/A,Mobile App
EVT-0001921,2025-04-04 06:04:01,SOPORTE_TICKET,USR-93358,,,0.0,La Serena,Consulta,Sucursal Fisica
EVT-0001922,2026-01-22 09:27:06,REGISTRO_CLIENTE,USR-99233,,,0.0,La Serena,N/A,Portal Web B2C
EVT-0001923,2025-01-23 05:20:17,SOPORTE_TICKET,USR-74133,,,0.0,Antofagasta,Consulta,Sucursal Fisica
EVT-0001924,2025-11-12 01:24:32,TRANSACCION_VENTA,USR-86152,PRD-164,Deportes,437.03,Antofagasta,N/A,Mobile App
EVT-0001925,2025-10-01 08:06:58,LOGISTICA_ENVIO,USR-23690,PRD-468,Electronica,0.0,Concepcion,Retrasado,Sucursal Fisica
EVT-0001926,2025-03-28 18:01:14,SOPORTE_TICKET,USR-20049,,,0.0,Antofagasta,Devolucion,Portal Web B2C
EVT-0001927,2025-02-03 11:08:14,LOGISTICA_ENVIO,USR-92264,PRD-385,Alimentacion,0.0,Antofagasta,Entregado,Sucursal Fisica
EVT-0001928,2025-02-14 01:20:18,TRANSACCION_VENTA,USR-6115,PRD-774,Electronica,237.52,La Serena,N/A,Sucursal Fisica
EVT-0001929,2025-05-04 14:17:04,LOGISTICA_ENVIO,USR-77613,PRD-471,Hogar,0.0,Concepcion,Entregado,Mobile App
EVT-0001930,2025-11-13 19:06:24,REGISTRO_CLIENTE,USR-96742,,,0.0,Concepcion,N/A,Portal Web B2C
EVT-0001931,2025-01-31 12:18:49,SOPORTE_TICKET,USR-18183,,,0.0,La Serena,Consulta,Sucursal Fisica
EVT-0001932,2025-03-03 18:32:19,TRANSACCION_VENTA,USR-40079,PRD-139,Moda,915.04,Antofagasta,N/A,Portal Web B2C
EVT-0001933,2025-05-06 10:46:56,TRANSACCION_VENTA,USR-99779,PRD-983,Alimentacion,266.78,La Serena,N/A,Portal Web B2C
EVT-0001934,2025-11-11 13:43:16,LOGISTICA_ENVIO,USR-44885,PRD-967,Moda,0.0,La Serena,Entregado,Sucursal Fisica
EVT-0001935,2025-05-29 20:20:00,TRANSACCION_VENTA,USR-73535,PRD-595,Alimentacion,1076.91,Santiago,N/A,Sucursal Fisica
EVT-0001936,2025-01-26 00:08:18,LOGISTICA_ENVIO,USR-77506,PRD-961,Moda,0.0,Concepcion,Entregado,Sucursal Fisica
EVT-0001937,2025-04-02 05:55:06,SOPORTE_TICKET,USR-13961,,,0.0,La Serena,Facturacion,Sucursal Fisica
EVT-0001938,2025-05-15 07:11:22,REGISTRO_CLIENTE,USR-82814,,,0.0,Santiago,N/A,Portal Web B2C
EVT-0001939,2025-08-20 17:58:04,REGISTRO_CLIENTE,USR-8019,,,0.0,Valparaiso,N/A,Portal Web B2C
EVT-0001940,2025-08-09 22:49:21,TRANSACCION_VENTA,USR-38748,PRD-556,Electronica,107.94,Antofagasta,N/A,Mobile App
EVT-0001941,2026-01-31 06:33:10,SOPORTE_TICKET,USR-39062,,,0.0,Valparaiso,Consulta,Sucursal Fisica
EVT-0001942,2025-04-08 00:49:26,LOGISTICA_ENVIO,USR-19551,PRD-715,Hogar,0.0,Santiago,En_Ruta,Sucursal Fisica
EVT-0001943,2025-06-18 21:40:40,LOGISTICA_ENVIO,USR-2085,PRD-348,Alimentacion,0.0,Antofagasta,Retrasado,Mobile App
EVT-0001944,2025-12-06 03:53:48,TRANSACCION_VENTA,USR-75614,PRD-824,Alimentacion,480.43,Santiago,N/A,Portal Web B2C
EVT-0001945,2025-01-27 05:48:11,LOGISTICA_ENVIO,USR-97862,PRD-625,Hogar,0.0,La Serena,En_Bodega,Sucursal Fisica
EVT-0001946,2025-03-29 08:12:01,TRANSACCION_VENTA,USR-91396,PRD-732,Moda,610.33,Valparaiso,N/A,Mobile App
EVT-0001947,2025-06-06 23:41:55,TRANSACCION_VENTA,USR-30593,PRD-301,Deportes,1206.35,La Serena,N/A,Portal Web B2C
EVT-0001948,2025-03-03 07:41:20,TRANSACCION_VENTA,USR-24915,PRD-295,Hogar,724.87,Valparaiso,N/A,Sucursal Fisica
EVT-0001949,2025-02-19 10:12:10,TRANSACCION_VENTA,USR-9837,PRD-650,Alimentacion,1374.26,La Serena,N/A,Mobile App
EVT-0001950,2025-05-31 18:35:34,TRANSACCION_VENTA,USR-31466,PRD-411,Moda,1071.67,Concepcion,N/A,Portal Web B2C
EVT-0001951,2025-12-29 08:56:07,REGISTRO_CLIENTE,USR-75093,,,0.0,Concepcion,N/A,Sucursal Fisica
EVT-0001952,2025-04-27 13:20:23,TRANSACCION_VENTA,USR-24110,PRD-532,Alimentacion,1191.58,Santiago,N/A,Sucursal Fisica
EVT-0001953,2026-01-16 18:56:52,SOPORTE_TICKET,USR-30995,,,0.0,Santiago,Devolucion,Mobile App
EVT-0001954,2025-01-03 12:01:30,TRANSACCION_VENTA,USR-94057,PRD-253,Alimentacion,1221.31,Antofagasta,N/A,Sucursal Fisica
EVT-0001955,2025-11-20 12:53:11,SOPORTE_TICKET,USR-12414,,,0.0,La Serena,Facturacion,Portal Web B2C
EVT-0001956,2025-02-27 20:06:18,SOPORTE_TICKET,USR-43695,,,0.0,Valparaiso,Reclamo_Garantia,Portal Web B2C
EVT-0001957,2025-01-05 12:07:55,LOGISTICA_ENVIO,USR-6226,PRD-132,Deportes,0.0,Valparaiso,En_Ruta,Mobile App
EVT-0001958,2026-01-25 04:42:09,REGISTRO_CLIENTE,USR-48945,,,0.0,Antofagasta,N/A,Sucursal Fisica
EVT-0001959,2025-11-17 10:43:33,LOGISTICA_ENVIO,USR-89928,PRD-724,Hogar,0.0,Antofagasta,Retrasado,Portal Web B2C
EVT-0001960,2025-11-26 00:55:42,SOPORTE_TICKET,USR-64531,,,0.0,Santiago,Devolucion,Mobile App
EVT-0001961,2025-01-28 22:06:50,TRANSACCION_VENTA,USR-39342,PRD-442,Deportes,485.25,Concepcion,N/A,Mobile App
EVT-0001962,2025-06-28 11:05:22,TRANSACCION_VENTA,USR-48959,PRD-416,Hogar,900.32,Santiago,N/A,Mobile App
EVT-0001963,2025-07-31 14:44:22,SOPORTE_TICKET,USR-78576,,,0.0,Antofagasta,Consulta,Mobile App
EVT-0001964,2025-04-15 13:17:12,TRANSACCION_VENTA,USR-41110,PRD-310,Hogar,982.55,Concepcion,N/A,Portal Web B2C
EVT-0001965,2025-08-09 01:38:27,SOPORTE_TICKET,USR-97881,,,0.0,Concepcion,Facturacion,Portal Web B2C
EVT-0001966,2025-07-18 21:14:51,REGISTRO_CLIENTE,USR-79032,,,0.0,Concepcion,N/A,Mobile App
EVT-0001967,2025-07-17 16:29:24,LOGISTICA_ENVIO,USR-57513,PRD-486,Alimentacion,0.0,Concepcion,Entregado,Sucursal Fisica
EVT-0001968,2025-12-18 20:21:14,TRANSACCION_VENTA,USR-30093,PRD-471,Hogar,933.79,La Serena,N/A,Mobile App
EVT-0001969,2025-02-10 01:16:00,TRANSACCION_VENTA,USR-31676,PRD-477,Deportes,941.52,La Serena,N/A,Sucursal Fisica
EVT-0001970,2025-01-10 18:30:05,TRANSACCION_VENTA,USR-49827,PRD-319,Electronica,1331.94,Antofagasta,N/A,Portal Web B2C
EVT-0001971,2025-02-13 20:17:43,LOGISTICA_ENVIO,USR-13357,PRD-139,Moda,0.0,Antofagasta,En_Ruta,Portal Web B2C
EVT-0001972,2025-11-26 07:53:28,LOGISTICA_ENVIO,USR-91669,PRD-172,Moda,0.0,La Serena,En_Bodega,Sucursal Fisica
EVT-0001973,2025-08-02 00:05:28,TRANSACCION_VENTA,USR-81572,PRD-148,Hogar,184.17,La Serena,N/A,Sucursal Fisica
EVT-0001974,2025-09-09 02:04:59,TRANSACCION_VENTA,USR-28582,PRD-985,Hogar,295.25,Santiago,N/A,Sucursal Fisica
EVT-0001975,2025-01-03 10:52:13,TRANSACCION_VENTA,USR-53304,PRD-640,Hogar,599.95,Concepcion,N/A,Sucursal Fisica
EVT-0001976,2025-01-06 15:21:02,LOGISTICA_ENVIO,USR-14120,PRD-541,Alimentacion,0.0,Concepcion,En_Bodega,Portal Web B2C
EVT-0001977,2025-09-25 04:55:55,SOPORTE_TICKET,USR-28803,,,0.0,Antofagasta,Reclamo_Garantia,Mobile App
EVT-0001978,2026-01-09 05:46:11,TRANSACCION_VENTA,USR-81922,PRD-153,Moda,959.7,Concepcion,N/A,Sucursal Fisica
EVT-0001979,2025-02-26 15:08:28,SOPORTE_TICKET,USR-36483,,,0.0,Santiago,Reclamo_Garantia,Mobile App
EVT-0001980,2025-03-15 11:17:43,SOPORTE_TICKET,USR-67666,,,0.0,Santiago,Consulta,Portal Web B2C
EVT-0001981,2025-05-27 12:58:51,TRANSACCION_VENTA,USR-16203,PRD-439,Moda,235.94,Santiago,N/A,Sucursal Fisica
EVT-0001982,2026-01-16 10:38:02,TRANSACCION_VENTA,USR-33541,PRD-118,Electronica,514.86,La Serena,N/A,Portal Web B2C
EVT-0001983,2025-10-30 17:56:41,REGISTRO_CLIENTE,USR-9284,,,0.0,La Serena,N/A,Sucursal Fisica
EVT-0001984,2025-07-28 07:31:43,SOPORTE_TICKET,USR-4587,,,0.0,Concepcion,Facturacion,Mobile App
EVT-0001985,2026-01-28 14:43:26,LOGISTICA_ENVIO,USR-10393,PRD-646,Deportes,0.0,Santiago,En_Bodega,Portal Web B2C
EVT-0001986,2025-07-19 08:34:58,REGISTRO_CLIENTE,USR-52786,,,0.0,Valparaiso,N/A,Portal Web B2C
EVT-0001987,2025-05-04 22:56:08,SOPORTE_TICKET,USR-67444,,,0.0,Santiago,Reclamo_Garantia,Sucursal Fisica
EVT-0001988,2025-11-14 15:43:23,TRANSACCION_VENTA,USR-84960,PRD-592,Moda,1001.72,Santiago,N/A,Sucursal Fisica
EVT-0001989,2025-05-02 10:53:31,TRANSACCION_VENTA,USR-37599,PRD-146,Electronica,358.2,La Serena,N/A,Sucursal Fisica
EVT-0001990,2025-05-22 09:34:22,TRANSACCION_VENTA,USR-62281,PRD-484,Alimentacion,942.87,La Serena,N/A,Sucursal Fisica
EVT-0001991,2026-01-22 10:05:14,SOPORTE_TICKET,USR-71797,,,0.0,Valparaiso,Reclamo_Garantia,Portal Web B2C
EVT-0001992,2025-04-27 13:10:35,LOGISTICA_ENVIO,USR-29203,PRD-200,Electronica,0.0,Antofagasta,Entregado,Sucursal Fisica
EVT-0001993,2025-12-05 01:18:11,REGISTRO_CLIENTE,USR-67311,,,0.0,La Serena,N/A,Portal Web B2C
EVT-0001994,2026-01-14 19:41:56,SOPORTE_TICKET,USR-92393,,,0.0,La Serena,Reclamo_Garantia,Mobile App
EVT-0001995,2025-07-24 20:35:25,TRANSACCION_VENTA,USR-62756,PRD-918,Hogar,1235.95,Concepcion,N/A,Mobile App
EVT-0001996,2025-04-07 23:25:24,SOPORTE_TICKET,USR-2582,,,0.0,Antofagasta,Reclamo_Garantia,Portal Web B2C
EVT-0001997,2025-09-14 10:32:07,TRANSACCION_VENTA,USR-37281,PRD-532,Electronica,974.2,Santiago,N/A,Sucursal Fisica
EVT-0001998,2025-08-02 07:58:20,TRANSACCION_VENTA,USR-16381,PRD-883,Deportes,485.85,Antofagasta,N/A,Sucursal Fisica
EVT-0001999,2025-04-27 01:57:50,REGISTRO_CLIENTE,USR-70040,,,0.0,Concepcion,N/A,Portal Web B2C
EVT-0002000,2025-10-12 17:19:43,TRANSACCION_VENTA,USR-60277,PRD-675,Hogar,794.23,Concepcion,N/A,Mobile App
EVT-0002001,2025-08-30 21:47:27,LOGISTICA_ENVIO,USR-8909,PRD-702,Alimentacion,0.0,Concepcion,Entregado,Portal Web B2C
EVT-0002002,2025-04-09 20:35:13,TRANSACCION_VENTA,USR-28438,PRD-715,Moda,1415.36,Antofagasta,N/A,Mobile App
EVT-0002003,2025-12-30 15:15:27,TRANSACCION_VENTA,USR-51131,PRD-552,Hogar,202.39,Antofagasta,N/A,Mobile App
EVT-0002004,2025-07-15 05:15:58,LOGISTICA_ENVIO,USR-93298,PRD-539,Alimentacion,0.0,Concepcion,Retrasado,Sucursal Fisica
EVT-0002005,2025-09-10 06:49:09,TRANSACCION_VENTA,USR-48628,PRD-495,Moda,1295.64,Valparaiso,N/A,Sucursal Fisica
EVT-0002006,2025-01-03 17:55:06,LOGISTICA_ENVIO,USR-46035,PRD-404,Moda,0.0,Valparaiso,Entregado,Sucursal Fisica
EVT-0002007,2025-12-01 09:36:46,TRANSACCION_VENTA,USR-92693,PRD-282,Deportes,1406.44,Santiago,N/A,Mobile App
EVT-0002008,2025-06-26 09:34:11,LOGISTICA_ENVIO,USR-32898,PRD-598,Hogar,0.0,La Serena,En_Bodega,Sucursal Fisica
EVT-0002009,2025-04-11 14:45:49,LOGISTICA_ENVIO,USR-42823,PRD-283,Hogar,0.0,Santiago,En_Bodega,Sucursal Fisica
EVT-0002010,2025-01-26 22:16:18,SOPORTE_TICKET,USR-17950,,,0.0,La Serena,Facturacion,Portal Web B2C
EVT-0002011,2025-05-11 23:42:10,LOGISTICA_ENVIO,USR-83391,PRD-822,Hogar,0.0,Santiago,Entregado,Portal Web B2C
EVT-0002012,2025-09-20 06:55:08,TRANSACCION_VENTA,USR-46503,PRD-118,Electronica,577.31,Concepcion,N/A,Portal Web B2C
EVT-0002013,2025-12-15 19:21:46,LOGISTICA_ENVIO,USR-43466,PRD-806,Moda,0.0,Antofagasta,Entregado,Mobile App
EVT-0002014,2025-08-12 12:05:30,TRANSACCION_VENTA,USR-30992,PRD-921,Electronica,1295.69,Antofagasta,N/A,Portal Web B2C
EVT-0002015,2025-04-08 09:37:53,TRANSACCION_VENTA,USR-44745,PRD-827,Hogar,101.11,Valparaiso,N/A,Portal Web B2C
EVT-0002016,2025-02-25 08:30:38,TRANSACCION_VENTA,USR-45659,PRD-807,Electronica,1397.57,La Serena,N/A,Portal Web B2C
EVT-0002017,2025-05-08 13:21:47,LOGISTICA_ENVIO,USR-65065,PRD-118,Deportes,0.0,Antofagasta,En_Ruta,Portal Web B2C
EVT-0002018,2025-07-20 16:27:02,LOGISTICA_ENVIO,USR-55125,PRD-338,Hogar,0.0,La Serena,Entregado,Mobile App
EVT-0002019,2025-08-29 16:15:18,TRANSACCION_VENTA,USR-38621,PRD-779,Hogar,1171.32,Antofagasta,N/A,Sucursal Fisica
EVT-0002020,2025-12-12 23:23:47,TRANSACCION_VENTA,USR-54164,PRD-371,Alimentacion,543.76,La Serena,N/A,Portal Web B2C
EVT-0002021,2025-04-21 16:37:27,LOGISTICA_ENVIO,USR-84777,PRD-774,Alimentacion,0.0,Concepcion,En_Ruta,Portal Web B2C
EVT-0002022,2025-10-31 00:51:32,SOPORTE_TICKET,USR-97131,,,0.0,Valparaiso,Reclamo_Garantia,Mobile App
EVT-0002023,2025-01-21 06:58:06,LOGISTICA_ENVIO,USR-85748,PRD-618,Alimentacion,0.0,Concepcion,En_Ruta,Mobile App
