id_evento,fecha_hora,tipo_evento,id_usuario,id_producto,categoria_producto,monto_transaccion,ubicacion,estado_operativo,canal_origen,dias_entrega,tramo_regional,costo_soporte
EVT-0013006,2025-02-06 11:17:29,TRANSACCION_VENTA,USR-46868,PRD-535,Alimentacion,567.86,Concepcion,N/A,Portal Web B2C,0,Sur,0.0
EVT-0013007,2025-02-13 12:15:07,TRANSACCION_VENTA,USR-42867,PRD-746,Electronica,90.19,Concepcion,N/A,Mobile App,0,Sur,0.0
EVT-0013008,2025-09-07 13:00:28,TRANSACCION_VENTA,USR-91313,PRD-494,Hogar,451.19,Concepcion,N/A,Sucursal Fisica,0,Sur,0.0
EVT-0013009,2025-11-14 17:44:10,TRANSACCION_VENTA,USR-90742,PRD-873,Alimentacion,1014.43,La Serena,N/A,Portal Web B2C,0,Norte,0.0
EVT-0013010,2025-05-26 01:01:14,TRANSACCION_VENTA,USR-26693,PRD-270,Hogar,88.99,Valparaiso,N/A,Sucursal Fisica,0,Centro,0.0
EVT-0013011,2025-11-22 05:55:50,TRANSACCION_VENTA,USR-34446,PRD-904,Hogar,235.05,Antofagasta,N/A,Portal Web B2C,0,Norte,0.0
EVT-0013012,2025-11-24 20:22:17,TRANSACCION_VENTA,USR-20218,PRD-458,Moda,438.25,Antofagasta,N/A,Portal Web B2C,0,Norte,0.0
EVT-0013013,2025-02-15 22:18:34,TRANSACCION_VENTA,USR-78213,PRD-134,Moda,1314.91,La Serena,N/A,Mobile App,0,Norte,0.0
EVT-0013014,2025-05-26 12:36:59,TRANSACCION_VENTA,USR-88993,PRD-587,Moda,320.49,Concepcion,N/A,Sucursal Fisica,0,Sur,0.0
EVT-0013015,2025-03-13 13:44:03,TRANSACCION_VENTA,USR-91238,PRD-279,Moda,708.15,Santiago,N/A,Portal Web B2C,0,Centro,0.0
EVT-0013016,2025-03-03 10:22:40,TRANSACCION_VENTA,USR-94065,PRD-991,Deportes,498.99,Concepcion,N/A,Sucursal Fisica,0,Sur,0.0
EVT-0013017,2025-08-22 12:40:05,TRANSACCION_VENTA,USR-35015,PRD-357,Moda,1372.47,Antofagasta,N/A,Portal Web B2C,0,Norte,0.0
EVT-0013018,2025-01-12 20:39:32,TRANSACCION_VENTA,USR-82904,PRD-119,Alimentacion,1439.29,Antofagasta,N/A,Mobile App,0,Norte,0.0
EVT-0013019,2025-06-30 21:01:49,TRANSACCION_VENTA,USR-77100,PRD-111,Deportes,462.65,Antofagasta,N/A,Portal Web B2C,0,Norte,0.0
EVT-0013020,2025-10-21 16:11:29,TRANSACCION_VENTA,USR-84126,PRD-109,Alimentacion,193.91,Concepcion,N/A,Sucursal Fisica,0,Sur,0.0
EVT-0013021,2025-03-30 20:18:01,TRANSACCION_VENTA,USR-32301,PRD-122,Electronica,670.06,Valparaiso,N/A,Mobile App,0,Centro,0.0
EVT-0013022,2025-02-23 20:48:32,TRANSACCION_VENTA,USR-37353,PRD-927,Hogar,1395.67,Concepcion,N/A,Portal Web B2C,0,Sur,0.0
EVT-0013023,2025-04-06 17:12:12,TRANSACCION_VENTA,USR-6931,PRD-409,Electronica,654.15,Valparaiso,N/A,Mobile App,0,Centro,0.0
EVT-0013024,2026-02-01 13:36:23,TRANSACCION_VENTA,USR-15187,PRD-593,Electronica,733.35,La Serena,N/A,Mobile App,0,Norte,0.0
EVT-0013025,2025-04-12 20:24:18,TRANSACCION_VENTA,USR-6109,PRD-944,Moda,245.43,Antofagasta,N/A,Sucursal Fisica,0,Norte,0.0
EVT-0013026,2025-10-18 15:42:55,TRANSACCION_VENTA,USR-89513,PRD-763,Deportes,843.15,Santiago,N/A,Mobile App,0,Centro,0.0
EVT-0013027,2025-12-02 15:41:01,TRANSACCION_VENTA,USR-28125,PRD-890,Electronica,466.86,Concepcion,N/A,Mobile App,0,Sur,0.0
EVT-0013028,2025-04-19 22:27:23,TRANSACCION_VENTA,USR-78805,PRD-453,Moda,675.14,Valparaiso,N/A,Sucursal Fisica,0,Centro,0.0
EVT-0013029,2025-05-29 08:12:18,TRANSACCION_VENTA,USR-63463,PRD-209,Hogar,560.03,Concepcion,N/A,Sucursal Fisica,0,Sur,0.0
EVT-0013030,2025-11-04 16:05:37,TRANSACCION_VENTA,USR-80510,PRD-283,Alimentacion,304.41,Concepcion,N/A,Portal Web B2C,0,Sur,0.0
EVT-0013031,2025-01-06 17:36:47,TRANSACCION_VENTA,USR-98513,PRD-305,Deportes,1236.64,Valparaiso,N/A,Portal Web B2C,0,Centro,0.0
EVT-0013032,2025-04-09 08:33:52,TRANSACCION_VENTA,USR-87835,PRD-579,Alimentacion,341.54,Valparaiso,N/A,Mobile App,0,Centro,0.0
EVT-0013033,2025-12-30 15:36:41,TRANSACCION_VENTA,USR-78678,PRD-210,Deportes,118.57,Antofagasta,N/A,Mobile App,0,Norte,0.0
EVT-0013034,2025-05-08 00:33:35,TRANSACCION_VENTA,USR-51959,PRD-307,Moda,92.95,Santiago,N/A,Sucursal Fisica,0,Centro,0.0
EVT-0013035,2025-07-10 21:37:01,TRANSACCION_VENTA,USR-43407,PRD-278,Deportes,662.53,Antofagasta,N/A,Mobile App,0,Norte,0.0
EVT-0013036,2025-06-02 18:52:55,TRANSACCION_VENTA,USR-12762,PRD-830,Alimentacion,1004.55,Santiago,N/A,Sucursal Fisica,0,Centro,0.0
EVT-0013037,2026-01-17 04:48:46,TRANSACCION_VENTA,USR-24378,PRD-650,Moda,211.81,Valparaiso,N/A,Portal Web B2C,0,Centro,0.0
EVT-0013038,2025-02-10 18:01:01,TRANSACCION_VENTA,USR-32347,PRD-525,Alimentacion,1339.42,Concepcion,N/A,Mobile App,0,Sur,0.0
EVT-0013039,2025-07-18 15:33:48,TRANSACCION_VENTA,USR-71022,PRD-803,Deportes,184.69,Valparaiso,N/A,Sucursal Fisica,0,Centro,0.0
EVT-0013040,2025-05-29 15:12:55,TRANSACCION_VENTA,USR-64624,PRD-948,Electronica,391.8,Concepcion,N/A,Mobile App,0,Sur,0.0
EVT-0013041,2025-06-22 00:21:53,TRANSACCION_VENTA,USR-10163,PRD-740,Electronica,337.15,Santiago,N/A,Sucursal Fisica,0,Centro,0.0
EVT-0013042,2025-10-13 21:40:00,TRANSACCION_VENTA,USR-68515,PRD-645,Electronica,1139.29,Valparaiso,N/A,Portal Web B2C,0,Centro,0.0
EVT-0013043,2025-12-21 12:43:25,TRANSACCION_VENTA,USR-56243,PRD-708,Moda,95.58,Valparaiso,N/A,Portal Web B2C,0,Centro,0.0
EVT-0013044,2025-05-24 05:26:46,TRANSACCION_VENTA,USR-50736,PRD-912,Hogar,768.14,Concepcion,N/A,Mobile App,0,Sur,0.0
EVT-0013045,2025-07-04 02:28:22,TRANSACCION_VENTA,USR-33769,PRD-547,Deportes,621.62,La Serena,N/A,Mobile App,0,Norte,0.0
EVT-0013046,2025-04-17 19:36:45,TRANSACCION_VENTA,USR-37925,PRD-575,Alimentacion,424.16,Concepcion,N/A,Sucursal Fisica,0,Sur,0.0
EVT-0013047,2025-08-17 16:28:19,TRANSACCION_VENTA,USR-85445,PRD-495,Alimentacion,822.67,Valparaiso,N/A,Sucursal Fisica,0,Centro,0.0
EVT-0013048,2026-01-20 23:36:22,TRANSACCION_VENTA,USR-37000,PRD-235,Hogar,618.9,Concepcion,N/A,Mobile App,0,Sur,0.0
EVT-0013049,2025-07-20 18:55:24,TRANSACCION_VENTA,USR-30329,PRD-867,Deportes,994.53,Valparaiso,N/A,Mobile App,0,Centro,0.0
EVT-0013050,2025-07-06 10:56:27,TRANSACCION_VENTA,USR-94145,PRD-706,Alimentacion,440.91,Antofagasta,N/A,Sucursal Fisica,0,Norte,0.0
EVT-0013051,2025-06-20 22:17:38,TRANSACCION_VENTA,USR-85385,PRD-147,Electronica,629.62,Antofagasta,N/A,Mobile App,0,Norte,0.0
EVT-0013052,2025-06-05 00:18:38,TRANSACCION_VENTA,USR-12131,PRD-986,Hogar,774.35,Concepcion,N/A,Sucursal Fisica,0,Sur,0.0
EVT-0013053,2025-09-09 04:30:58,TRANSACCION_VENTA,USR-23771,PRD-651,Moda,616.52,Valparaiso,N/A,Portal Web B2C,0,Centro,0.0
EVT-0013054,2025-02-16 20:22:59,TRANSACCION_VENTA,USR-96940,PRD-774,Hogar,1293.0,Santiago,N/A,Sucursal Fisica,0,Centro,0.0
EVT-0013055,2025-09-11 11:59:48,TRANSACCION_VENTA,USR-5196,PRD-282,Hogar,319.25,Valparaiso,N/A,Mobile App,0,Centro,0.0
EVT-0013056,2025-03-30 23:54:52,TRANSACCION_VENTA,USR-6764,PRD-938,Hogar,689.81,Concepcion,N/A,Mobile App,0,Sur,0.0
EVT-0013057,2025-10-31 07:28:13,TRANSACCION_VENTA,USR-23890,PRD-422,Hogar,1135.6,Valparaiso,N/A,Mobile App,0,Centro,0.0
EVT-0013058,2025-10-30 01:44:20,TRANSACCION_VENTA,USR-5954,PRD-529,Hogar,783.7,La Serena,N/A,Portal Web B2C,0,Norte,0.0
EVT-0013059,2025-09-11 04:41:01,TRANSACCION_VENTA,USR-55220,PRD-133,Moda,150.59,Santiago,N/A,Sucursal Fisica,0,Centro,0.0
EVT-0013060,2025-04-06 07:18:41,TRANSACCION_VENTA,USR-84018,PRD-416,Moda,636.82,Concepcion,N/A,Portal Web B2C,0,Sur,0.0
EVT-0013061,2025-05-03 04:46:08,TRANSACCION_VENTA,USR-2954,PRD-556,Alimentacion,900.68,La Serena,N/A,Mobile App,0,Norte,0.0
EVT-0013062,2025-01-28 05:24:24,TRANSACCION_VENTA,USR-63582,PRD-525,Moda,1236.46,Valparaiso,N/A,Mobile App,0,Centro,0.0
EVT-0013063,2025-05-11 23:14:26,TRANSACCION_VENTA,USR-45141,PRD-260,Deportes,41.44,Santiago,N/A,Portal Web B2C,0,Centro,0.0
EVT-0013064,2026-02-02 16:14:25,TRANSACCION_VENTA,USR-34259,PRD-416,Deportes,1141.55,La Serena,N/A,Portal Web B2C,0,Norte,0.0
EVT-0013065,2025-03-16 15:02:42,TRANSACCION_VENTA,USR-4567,PRD-213,Hogar,1346.99,Concepcion,N/A,Mobile App,0,Sur,0.0
EVT-0013066,2025-12-21 16:37:15,TRANSACCION_VENTA,USR-27140,PRD-956,Deportes,102.62,Valparaiso,N/A,Mobile App,0,Centro,0.0
EVT-0013067,2025-05-16 22:15:45,TRANSACCION_VENTA,USR-98676,PRD-673,Moda,251.01,Antofagasta,N/A,Sucursal Fisica,0,Norte,0.0
EVT-0013068,2025-08-30 07:19:32,TRANSACCION_VENTA,USR-15476,PRD-317,Electronica,778.75,Valparaiso,N/A,Portal Web B2C,0,Centro,0.0
EVT-0013069,2026-01-24 20:49:52,TRANSACCION_VENTA,USR-26835,PRD-572,Alimentacion,832.08,Valparaiso,N/A,Sucursal Fisica,0,Centro,0.0
EVT-0013070,2025-02-10 11:42:16,TRANSACCION_VENTA,USR-41309,PRD-713,Moda,505.18,Concepcion,N/A,Sucursal Fisica,0,Sur,0.0
EVT-0013071,2025-08-22 19:27:26,TRANSACCION_VENTA,USR-38966,PRD-136,Hogar,151.63,La Serena,N/A,Portal Web B2C,0,Norte,0.0
EVT-0013072,2025-06-21 11:01:17,TRANSACCION_VENTA,USR-67232,PRD-280,Electronica,557.58,Concepcion,N/A,Portal Web B2C,0,Sur,0.0
EVT-0013073,2025-03-24 02:11:27,TRANSACCION_VENTA,USR-10217,PRD-837,Moda,734.91,Santiago,N/A,Mobile App,0,Centro,0.0
EVT-0013074,2025-03-28 17:36:21,TRANSACCION_VENTA,USR-40804,PRD-768,Hogar,1078.37,La Serena,N/A,Sucursal Fisica,0,Norte,0.0
EVT-0013075,2025-12-13 15:52:10,TRANSACCION_VENTA,USR-37686,PRD-548,Moda,980.77,Concepcion,N/A,Portal Web B2C,0,Sur,0.0
EVT-0013076,2025-05-17 14:12:56,TRANSACCION_VENTA,USR-25226,PRD-473,Hogar,429.68,Antofagasta,N/A,Portal Web B2C,0,Norte,0.0
EVT-0013077,2025-05-10 16:25:46,TRANSACCION_VENTA,USR-85487,PRD-396,Electronica,516.48,Concepcion,N/A,Sucursal Fisica,0,Sur,0.0
EVT-0013078,2026-01-05 15:40:53,TRANSACCION_VENTA,USR-28157,PRD-666,Alimentacion,1391.53,Antofagasta,N/A,Mobile App,0,Norte,0.0
EVT-0013079,2025-05-04 05:32:21,TRANSACCION_VENTA,USR-56738,PRD-257,Hogar,1454.82,Concepcion,N/A,Portal Web B2C,0,Sur,0.0
EVT-0013080,2025-01-31 23:32:39,TRANSACCION_VENTA,USR-35388,PRD-599,Moda,1149.33,Antofagasta,N/A,Portal Web B2C,0,Norte,0.0
EVT-0013081,2025-09-16 19:12:43,TRANSACCION_VENTA,USR-9875,PRD-988,Deportes,574.58,Antofagasta,N/A,Sucursal Fisica,0,Norte,0.0
EVT-0013082,2025-02-21 12:14:32,TRANSACCION_VENTA,USR-80963,PRD-480,Deportes,1184.7,Antofagasta,N/A,Mobile App,0,Norte,0.0
EVT-0013083,2025-07-14 01:44:20,TRANSACCION_VENTA,USR-43597,PRD-749,Alimentacion,470.73,La Serena,N/A,Sucursal Fisica,0,Norte,0.0
EVT-0013084,2025-08-26 10:19:23,TRANSACCION_VENTA,USR-29651,PRD-799,Hogar,1021.82,La Serena,N/A,Portal Web B2C,0,Norte,0.0
EVT-0013085,2025-03-02 18:28:48,TRANSACCION_VENTA,USR-95750,PRD-869,Deportes,624.52,Concepcion,N/A,Mobile App,0,Sur,0.0
EVT-0013086,2025-08-27 13:33:16,TRANSACCION_VENTA,USR-65376,PRD-385,Hogar,1024.91,Santiago,N/A,Portal Web B2C,0,Centro,0.0
EVT-0013087,2025-02-20 03:25:33,TRANSACCION_VENTA,USR-58742,PRD-622,Deportes,707.61,Santiago,N/A,Sucursal Fisica,0,Centro,0.0
EVT-0013088,2025-08-09 23:18:33,TRANSACCION_VENTA,USR-98054,PRD-650,Hogar,1296.52,Valparaiso,N/A,Sucursal Fisica,0,Centro,0.0
EVT-0013089,2025-07-27 03:14:59,TRANSACCION_VENTA,USR-77365,PRD-720,Moda,520.28,Concepcion,N/A,Sucursal Fisica,0,Sur,0.0
EVT-0013090,2025-08-19 16:33:56,TRANSACCION_VENTA,USR-65913,PRD-530,Electronica,1349.07,Santiago,N/A,Mobile App,0,Centro,0.0
EVT-0013091,2025-05-22 03:23:45,TRANSACCION_VENTA,USR-29862,PRD-519,Deportes,82.51,Valparaiso,N/A,Mobile App,0,Centro,0.0
EVT-0013092,2025-04-06 09:15:30,TRANSACCION_VENTA,USR-8477,PRD-637,Hogar,1057.36,Santiago,N/A,Sucursal Fisica,0,Centro,0.0
EVT-0013093,2025-08-12 10:13:53,TRANSACCION_VENTA,USR-4612,PRD-521,Hogar,99.21,Valparaiso,N/A,Mobile App,0,Centro,0.0
EVT-0013094,2025-06-14 13:06:32,TRANSACCION_VENTA,USR-47074,PRD-340,Deportes,448.53,Antofagasta,N/A,Mobile App,0,Norte,0.0
EVT-0013095,2025-09-18 19:30:59,TRANSACCION_VENTA,USR-14699,PRD-876,Alimentacion,103.73,Valparaiso,N/A,Sucursal Fisica,0,Centro,0.0
EVT-0013096,2025-09-18 00:49:25,TRANSACCION_VENTA,USR-74588,PRD-724,Deportes,487.99,Santiago,N/A,Mobile App,0,Centro,0.0
EVT-0013097,2025-10-27 16:52:21,TRANSACCION_VENTA,USR-50807,PRD-514,Moda,338.5,Santiago,N/A,Sucursal Fisica,0,Centro,0.0
EVT-0013098,2026-01-31 17:47:32,TRANSACCION_VENTA,USR-6666,PRD-257,Deportes,791.18,Santiago,N/A,Sucursal Fisica,0,Centro,0.0
EVT-0013099,2025-04-15 00:15:40,TRANSACCION_VENTA,USR-23208,PRD-955,Alimentacion,398.72,Valparaiso,N/A,Sucursal Fisica,0,Centro,0.0
EVT-0013100,2026-01-03 02:56:57,TRANSACCION_VENTA,USR-16840,PRD-814,Hogar,235.36,Concepcion,N/A,Portal Web B2C,0,Sur,0.0
EVT-0013101,2025-11-30 15:50:01,TRANSACCION_VENTA,USR-99347,PRD-738,Hogar,1430.89,Santiago,N/A,Mobile App,0,Centro,0.0
EVT-0013102,2025-11-24 10:39:15,TRANSACCION_VENTA,USR-35390,PRD-683,Alimentacion,624.65,Valparaiso,N/A,Mobile App,0,Centro,0.0
EVT-0013103,2025-12-13 07:34:13,TRANSACCION_VENTA,USR-78343,PRD-930,Electronica,927.72,Santiago,N/A,Sucursal Fisica,0,Centro,0.0
EVT-0013104,2025-11-26 14:16:23,TRANSACCION_VENTA,USR-4382,PRD-926,Alimentacion,112.87,La Serena,N/A,Portal Web B2C,0,Norte,0.0
EVT-0013105,2025-05-30 14:59:38,TRANSACCION_VENTA,USR-62515,PRD-675,Moda,64.52,Santiago,N/A,Mobile App,0,Centro,0.0
EVT-0013106,2025-04-14 06:54:21,TRANSACCION_VENTA,USR-81171,PRD-569,Moda,106.38,La Serena,N/A,Sucursal Fisica,0,Norte,0.0
EVT-0013107,2026-01-22 14:25:59,TRANSACCION_VENTA,USR-84244,PRD-340,Electronica,1495.0,Santiago,N/A,Mobile App,0,Centro,0.0
EVT-0013108,2025-02-01 13:42:08,TRANSACCION_VENTA,USR-40614,PRD-603,Alimentacion,107.61,Antofagasta,N/A,Mobile App,0,Norte,0.0
EVT-0013109,2025-06-02 02:54:55,TRANSACCION_VENTA,USR-28363,PRD-920,Hogar,955.81,Santiago,N/A,Mobile App,0,Centro,0.0
EVT-0013110,2025-07-05 11:47:52,TRANSACCION_VENTA,USR-96716,PRD-336,Hogar,587.55,Santiago,N/A,Portal Web B2C,0,Centro,0.0
EVT-0013111,2025-09-28 23:35:16,TRANSACCION_VENTA,USR-70329,PRD-784,Alimentacion,1370.16,Antofagasta,N/A,Sucursal Fisica,0,Norte,0.0
EVT-0013112,2025-12-29 14:54:43,TRANSACCION_VENTA,USR-76719,PRD-567,Hogar,140.21,Concepcion,N/A,Portal Web B2C,0,Sur,0.0
EVT-0013113,2025-11-26 08:56:53,TRANSACCION_VENTA,USR-63275,PRD-753,Electronica,380.47,La Serena,N/A,Sucursal Fisica,0,Norte,0.0
EVT-0013114,2025-07-31 05:46:51,TRANSACCION_VENTA,USR-77081,PRD-101,Alimentacion,429.86,La Serena,N/A,Portal Web B2C,0,Norte,0.0
EVT-0013115,2025-03-02 00:41:45,TRANSACCION_VENTA,USR-40932,PRD-669,Alimentacion,1144.05,Valparaiso,N/A,Portal Web B2C,0,Centro,0.0
EVT-0013116,2025-05-23 15:05:32,TRANSACCION_VENTA,USR-75974,PRD-939,Electronica,699.75,Antofagasta,N/A,Mobile App,0,Norte,0.0
EVT-0013117,2025-05-13 20:16:54,TRANSACCION_VENTA,USR-59504,PRD-711,Moda,1080.9,Concepcion,N/A,Portal Web B2C,0,Sur,0.0
EVT-0013118,2026-01-12 15:46:19,TRANSACCION_VENTA,USR-4420,PRD-803,Electronica,371.32,Valparaiso,N/A,Portal Web B2C,0,Centro,0.0
EVT-0013119,2025-12-17 13:32:24,TRANSACCION_VENTA,USR-82086,PRD-807,Hogar,642.82,Valparaiso,N/A,Sucursal Fisica,0,Centro,0.0
EVT-0013120,2025-08-23 06:47:51,TRANSACCION_VENTA,USR-83893,PRD-570,Deportes,693.68,Antofagasta,N/A,Mobile App,0,Norte,0.0
EVT-0013121,2025-07-07 10:07:22,TRANSACCION_VENTA,USR-26067,PRD-569,Alimentacion,193.16,Santiago,N/A,Mobile App,0,Centro,0.0
EVT-0013122,2026-01-07 17:36:21,TRANSACCION_VENTA,USR-2485,PRD-619,Electronica,1200.11,Antofagasta,N/A,Sucursal Fisica,0,Norte,0.0
EVT-0013123,2025-10-19 02:56:20,TRANSACCION_VENTA,USR-36669,PRD-246,Electronica,796.81,Valparaiso,N/A,Sucursal Fisica,0,Centro,0.0
EVT-0013124,2025-01-19 08:30:14,TRANSACCION_VENTA,USR-71539,PRD-581,Moda,338.73,Concepcion,N/A,Portal Web B2C,0,Sur,0.0
EVT-0013125,2025-03-30 14:25:08,TRANSACCION_VENTA,USR-39534,PRD-682,Electronica,1376.02,Valparaiso,N/A,Portal Web B2C,0,Centro,0.0
EVT-0013126,2026-01-05 11:04:25,TRANSACCION_VENTA,USR-24872,PRD-355,Hogar,1202.61,Antofagasta,N/A,Sucursal Fisica,0,Norte,0.0
EVT-0013127,2025-05-01 15:32:20,TRANSACCION_VENTA,USR-9111,PRD-868,Hogar,1426.91,La Serena,N/A,Sucursal Fisica,0,Norte,0.0
EVT-0013128,2026-01-03 00:02:06,TRANSACCION_VENTA,USR-92602,PRD-421,Electronica,1144.22,La Serena,N/A,Portal Web B2C,0,Norte,0.0
EVT-0013129,2025-09-04 07:22:11,TRANSACCION_VENTA,USR-29283,PRD-921,Moda,965.28,Valparaiso,N/A,Portal Web B2C,0,Centro,0.0
EVT-0013130,2025-01-28 18:42:42,TRANSACCION_VENTA,USR-68591,PRD-128,Hogar,311.8,La Serena,N/A,Portal Web B2C,0,Norte,0.0
EVT-0013131,2025-12-21 10:22:23,TRANSACCION_VENTA,USR-2227,PRD-667,Deportes,742.87,Valparaiso,N/A,Portal Web B2C,0,Centro,0.0
EVT-0013132,2025-07-20 17:59:00,TRANSACCION_VENTA,USR-70855,PRD-920,Hogar,557.76,Concepcion,N/A,Portal Web B2C,0,Sur,0.0
EVT-0013133,2026-01-28 12:43:56,TRANSACCION_VENTA,USR-47182,PRD-723,Moda,91.32,La Serena,N/A,Portal Web B2C,0,Norte,0.0
EVT-0013134,2025-05-11 11:04:46,TRANSACCION_VENTA,USR-88400,PRD-386,Moda,512.2,Valparaiso,N/A,Sucursal Fisica,0,Centro,0.0
EVT-0013135,2025-03-17 01:31:48,TRANSACCION_VENTA,USR-84481,PRD-133,Moda,414.75,Valparaiso,N/A,Sucursal Fisica,0,Centro,0.0
EVT-0013136,2025-10-16 20:56:36,TRANSACCION_VENTA,USR-4241,PRD-355,Alimentacion,910.32,La Serena,N/A,Mobile App,0,Norte,0.0
EVT-0013137,2025-01-07 16:20:37,TRANSACCION_VENTA,USR-31058,PRD-406,Electronica,630.28,La Serena,N/A,Sucursal Fisica,0,Norte,0.0
EVT-0013138,2025-01-17 20:33:51,TRANSACCION_VENTA,USR-52271,PRD-581,Electronica,1215.19,La Serena,N/A,Portal Web B2C,0,Norte,0.0
EVT-0013139,2025-12-15 23:13:40,TRANSACCION_VENTA,USR-40441,PRD-289,Hogar,1411.08,Valparaiso,N/A,Mobile App,0,Centro,0.0
EVT-0013140,2025-07-16 09:42:56,TRANSACCION_VENTA,USR-61944,PRD-230,Deportes,169.87,La Serena,N/A,Mobile App,0,Norte,0.0
EVT-0013141,2025-02-05 09:37:28,TRANSACCION_VENTA,USR-59957,PRD-629,Moda,635.5,Valparaiso,N/A,Portal Web B2C,0,Centro,0.0
EVT-0013142,2025-05-09 23:05:34,TRANSACCION_VENTA,USR-3128,PRD-770,Hogar,1017.98,Valparaiso,N/A,Portal Web B2C,0,Centro,0.0
EVT-0013143,2025-08-10 22:41:18,TRANSACCION_VENTA,USR-60196,PRD-547,Alimentacion,642.31,Santiago,N/A,Portal Web B2C,0,Centro,0.0
EVT-0013144,2025-11-14 21:42:32,TRANSACCION_VENTA,USR-60660,PRD-316,Hogar,1023.1,Santiago,N/A,Sucursal Fisica,0,Centro,0.0
EVT-0013145,2025-01-31 21:28:01,TRANSACCION_VENTA,USR-83732,PRD-762,Electronica,998.2,Antofagasta,N/A,Portal Web B2C,0,Norte,0.0
EVT-0013146,2025-05-12 01:48:12,TRANSACCION_VENTA,USR-65811,PRD-467,Moda,1286.45,Concepcion,N/A,Mobile App,0,Sur,0.0
EVT-0013147,2025-08-19 02:32:45,TRANSACCION_VENTA,USR-21266,PRD-383,Deportes,872.88,Santiago,N/A,Portal Web B2C,0,Centro,0.0
EVT-0013148,2025-05-26 04:07:44,TRANSACCION_VENTA,USR-34065,PRD-817,Hogar,840.41,La Serena,N/A,Mobile App,0,Norte,0.0
EVT-0013149,2025-01-22 12:28:29,TRANSACCION_VENTA,USR-21665,PRD-411,Alimentacion,29.95,Santiago,N/A,Sucursal Fisica,0,Centro,0.0
EVT-0013150,2025-11-28 18:57:08,TRANSACCION_VENTA,USR-83579,PRD-490,Electronica,348.58,La Serena,N/A,Portal Web B2C,0,Norte,0.0
EVT-0013151,2025-01-11 04:40:15,TRANSACCION_VENTA,USR-17237,PRD-896,Deportes,244.82,Santiago,N/A,Sucursal Fisica,0,Centro,0.0
EVT-0013152,2025-12-02 18:49:56,TRANSACCION_VENTA,USR-38602,PRD-562,Deportes,1037.04,La Serena,N/A,Mobile App,0,Norte,0.0
EVT-0013153,2026-01-13 12:08:15,TRANSACCION_VENTA,USR-68243,PRD-556,Alimentacion,854.94,Concepcion,N/A,Sucursal Fisica,0,Sur,0.0
EVT-0013154,2025-07-21 21:29:02,TRANSACCION_VENTA,USR-59916,PRD-539,Hogar,281.32,Valparaiso,N/A,Sucursal Fisica,0,Centro,0.0
EVT-0013155,2025-02-10 07:39:38,TRANSACCION_VENTA,USR-64205,PRD-282,Deportes,607.34,Concepcion,N/A,Sucursal Fisica,0,Sur,0.0
EVT-0013156,2025-07-25 12:08:27,TRANSACCION_VENTA,USR-75998,PRD-362,Moda,1462.67,Santiago,N/A,Sucursal Fisica,0,Centro,0.0
EVT-0013157,2025-12-10 05:07:06,TRANSACCION_VENTA,USR-66779,PRD-945,Alimentacion,1096.07,Santiago,N/A,Portal Web B2C,0,Centro,0.0
EVT-0013158,2025-07-31 15:44:09,TRANSACCION_VENTA,USR-27498,PRD-354,Hogar,1111.7,Santiago,N/A,Sucursal Fisica,0,Centro,0.0
EVT-0013159,2025-01-18 10:36:05,TRANSACCION_VENTA,USR-80648,PRD-157,Hogar,1331.16,La Serena,N/A,Mobile App,0,Norte,0.0
EVT-0013160,2025-04-13 15:58:12,TRANSACCION_VENTA,USR-10650,PRD-365,Hogar,146.89,La Serena,N/A,Portal Web B2C,0,Norte,0.0
EVT-0013161,2025-11-17 11:01:18,TRANSACCION_VENTA,USR-53865,PRD-199,Hogar,1003.77,Santiago,N/A,Portal Web B2C,0,Centro,0.0
EVT-0013162,2025-08-30 22:25:21,TRANSACCION_VENTA,USR-76421,PRD-501,Deportes,1235.53,Santiago,N/A,Mobile App,0,Centro,0.0
EVT-0013163,2025-03-03 16:05:42,TRANSACCION_VENTA,USR-40017,PRD-639,Electronica,872.29,Antofagasta,N/A,Sucursal Fisica,0,Norte,0.0
EVT-0013164,2026-01-03 03:14:06,TRANSACCION_VENTA,USR-31311,PRD-270,Hogar,1290.84,Valparaiso,N/A,Portal Web B2C,0,Centro,0.0
EVT-0013165,2025-05-18 08:21:40,TRANSACCION_VENTA,USR-99778,PRD-589,Alimentacion,390.82,Valparaiso,N/A,Portal Web B2C,0,Centro,0.0
EVT-0013166,2025-06-16 00:24:55,TRANSACCION_VENTA,USR-84538,PRD-579,Hogar,47.95,Valparaiso,N/A,Sucursal Fisica,0,Centro,0.0
EVT-0013167,2025-06-06 11:40:37,TRANSACCION_VENTA,USR-17816,PRD-980,Electronica,1333.75,Santiago,N/A,Mobile App,0,Centro,0.0
EVT-0013168,2025-02-13 06:56:09,TRANSACCION_VENTA,USR-50140,PRD-824,Deportes,240.11,Concepcion,N/A,Portal Web B2C,0,Sur,0.0
EVT-0013169,2025-09-01 08:21:14,TRANSACCION_VENTA,USR-42741,PRD-601,Hogar,181.86,La Serena,N/A,Mobile App,0,Norte,0.0
EVT-0013170,2025-09-18 20:39:22,TRANSACCION_VENTA,USR-98765,PRD-290,Electronica,608.11,Santiago,N/A,Mobile App,0,Centro,0.0
EVT-0013171,2025-03-31 10:00:29,TRANSACCION_VENTA,USR-44681,PRD-270,Hogar,622.82,La Serena,N/A,Sucursal Fisica,0,Norte,0.0
